wavelength[nm], flux
489.50, 2.0300e-12
489.64, 2.0750e-12
489.78, 2.1340e-12
489.92, 2.1560e-12
490.06, 2.1970e-12
490.20, 2.2150e-12
490.34, 2.1480e-12
490.48, 2.0920e-12
490.62, 2.0910e-12
490.76, 2.1250e-12
490.90, 2.1670e-12
491.04, 2.1750e-12
491.18, 2.1650e-12
491.32, 2.1670e-12
491.46, 2.1560e-12
491.60, 2.1220e-12
491.74, 2.1230e-12
491.88, 2.1780e-12
492.02, 2.2000e-12
492.16, 2.1700e-12
492.30, 2.1330e-12
492.44, 2.0930e-12
492.58, 2.0530e-12
492.72, 2.0520e-12
492.86, 2.0860e-12
493.00, 2.1540e-12
493.14, 2.1900e-12
493.28, 2.1960e-12
493.42, 2.1740e-12
493.56, 2.1240e-12
493.70, 2.1080e-12
493.84, 2.0980e-12
493.98, 2.1350e-12
494.12, 2.1450e-12
494.26, 2.1390e-12
494.40, 2.1550e-12
494.54, 2.1450e-12
494.68, 2.1550e-12
494.82, 2.1710e-12
494.96, 2.1740e-12
495.10, 2.1750e-12
495.24, 2.1760e-12
495.38, 2.1710e-12
495.52, 2.1740e-12
495.66, 2.1820e-12
495.80, 2.1980e-12
495.94, 2.2050e-12
496.08, 2.1890e-12
496.22, 2.1720e-12
496.36, 2.1700e-12
496.50, 2.1840e-12
496.64, 2.2340e-12
496.78, 2.2380e-12
496.92, 2.1960e-12
497.06, 2.1780e-12
497.20, 2.1800e-12
497.34, 2.1870e-12
497.48, 2.1560e-12
497.62, 2.1450e-12
497.76, 2.1720e-12
497.90, 2.1750e-12
498.04, 2.1820e-12
498.18, 2.1680e-12
498.32, 2.1280e-12
498.46, 2.0640e-12
498.60, 1.9960e-12
498.74, 1.9790e-12
498.88, 1.9860e-12
499.02, 2.0370e-12
499.16, 2.0960e-12
499.30, 2.1070e-12
499.44, 2.1080e-12
499.58, 2.1530e-12
499.72, 2.1850e-12
499.86, 2.1610e-12
500.00, 2.1440e-12
500.14, 2.1220e-12
500.28, 2.0270e-12
500.42, 1.9200e-12
500.56, 1.8330e-12
500.70, 1.9080e-12
500.84, 1.9890e-12
